"Name","Country","Type","Competition","Other_Names"
"Larne FC","Northern Ireland","Men","",""
"Linfield FC","Northern Ireland","Men","",""
"Linfield Ladies FC","Northern Ireland","Women","",""
"Lisburn Distillery FC","Northern Ireland","Men","",""
"Newry City Ladies FC","Northern Ireland","Women","",""
"Portadown FC","Northern Ireland","Men","",""
"Aalesunds FK","Norway","Men","Eliteserien",""
"Arna-Bjørnar","Norway","Women","Toppserien",""
"Åsane Fotball Damer","Norway","Women","Toppserien",""
"Avaldsnes IL","Norway","Women","Toppserien",""
"Bryne FK","Norway","Men","",""
"FK Bodø/Glimt","Norway","Men","Eliteserien",""
"FK Haugesund","Norway","Men","Eliteserien",""
"FK Jerv","Norway","Men","",""
"FL Fart","Norway","Women","",""
"Fredrikstad FK","Norway","Men","",""
"Hamarkameratene","Norway","Men","Eliteserien",""
"Hønefoss BK","Norway","Men","",""
"IF Fløya","Norway","Women","",""
"IK Grand Bodø","Norway","Women","",""
"IK Start","Norway","Men","",""
"IL Hødd","Norway","Men","",""
"Klepp IL","Norway","Women","",""
"Kolbotn IL","Norway","Women","",""
"Kongsvinger IL Toppfotball","Norway","Men","",""
"Kristiansund BK","Norway","Men","",""
"Lillestrøm SK","Norway","Men","Eliteserien",""
"LSK Kvinner FK","Norway","Women","Toppserien",""
"Lyn Fotball","Norway","Men","",""
"Lyn Fotball Damer","Norway","Women","Toppserien",""
"Løv-Ham Fotball","Norway","Men","",""
"Medkila IL","Norway","Women","",""
"Mjøndalen IF","Norway","Men","",""
"Molde FK","Norway","Men","Eliteserien",""
"Moss FK","Norway","Men","",""
"Odds BK","Norway","Men","Eliteserien","Odd Grenland"
"Ranheim Fotball","Norway","Men","",""
"Rosenborg BK","Norway","Men","Eliteserien",""
"Rosenborg BK Kvinner","Norway","Women","Toppserien","SK Trondheims-Ørn"
"Røa IL","Norway","Women","Toppserien",""
"Sandefjord Fotball","Norway","Men","Eliteserien",""
"Sandnes Ulf","Norway","Men","",""
"Sarpsborg 08 FF","Norway","Men","Eliteserien",""
"SK Brann","Norway","Men","Eliteserien",""
"SK Brann Kvinner","Norway","Women","Toppserien","IL Sandviken"
"Sogndal Fotball","Norway","Men","",""
"Stabæk Fotball","Norway","Men","Eliteserien",""
"Stabæk Fotball Kvinner","Norway","Women","Toppserien",""
"Strømsgodset Toppfotball","Norway","Men","Eliteserien",""
"Tromsø IL","Norway","Men","Eliteserien",""
"Tromsø IL 2020","Norway","Women","",""
"Ullensaker/Kisa IL","Norway","Men","",""
"Vålerenga Fotball","Norway","Men","Eliteserien",""
"Vålerenga Fotball Damer","Norway","Women","Toppserien",""
"Viking FK","Norway","Men","Eliteserien",""
"Øvrevoll Hosle IL","Norway","Women","",""
"Shabab Al-Dhahiriya","Palestine","Men","",""
"Markaz Balata","Palestine","Men","",""
"Jabal Al-Mukaber","Palestine","Men","",""
"Thaqafi Tulkarem","Palestine","Men","",""
"Taraji Wadi Al-Nes","Palestine","Men","","Wadi Al-Nes"
"Shabab Al-Samu","Palestine","Men","",""
"Ahli Al-Khaleel","Palestine","Men","",""
"Shabab Al-Bireh","Palestine","Men","",""
"Al-Sawahra Al-Maqdisi","Palestine","Men","",""
"Shabab Al-Obaidya","Palestine","Men","",""
"Shabab Al-Khalil","Palestine","Men","",""
"Hilal Al-Quds","Palestine","Men","",""
"Alianza","Panama","Men","",""
"Atl�tico Chiriqui","Panama","Men","",""
"�rabe Unido","Panama","Men","",""
"Universitario Cocle","Panama","Men","",""
"Club Atl�tico Independiente","Panama","Men","",""
"Plaza Amador","Panama","Men","",""
"San Francisco","Panama","Men","",""
"Club Deportivo del Este","Panama","Men","",""
"Sporting San Miguelito","Panama","Men","",""
"Tauro","Panama","Men","",""
"Herrera F.C.","Panama","Men","",""
"Umecit F.C.","Panama","Men","",""
"Club 12 de Octubre","Paraguay","Men","",""
"Club 12 de Octubre de Santo Domingo","Paraguay","Men","",""
"Club Atlético 3 de Febrero","Paraguay","Men","",""
"Club Cerro Porteño","Paraguay","Men","Paraguayan Primera División",""
"Club Deportivo Capiatá","Paraguay","Men","",""
"Club Deportivo Clan Juvenil","Paraguay","Men","","CD Clan Juvenil"
"Club Deportivo Santaní","Paraguay","Men","",""
"Club General Caballero JLM","Paraguay","Men","Paraguayan Primera División",""
"Club Guaraní","Paraguay","Men","Paraguayan Primera División",""
"Club Libertad","Paraguay","Men","Paraguayan Primera División",""
"Club Nacional","Paraguay","Men","Paraguayan Primera División",""
"Club Olimpia","Paraguay","Men","Paraguayan Primera División",""
"Club River Plate Asunción","Paraguay","Men","",""
"Club Rubio Ñu","Paraguay","Men","",""
"Club Sol de América","Paraguay","Men","",""
"Club Sportivo Luqueño","Paraguay","Men","Paraguayan Primera División",""
"Club Sportivo San Lorenzo","Paraguay","Men","",""
"Club Sportivo Trinidense","Paraguay","Men","Paraguayan Primera División",""
"General Caballero SC","Paraguay","Men","",""
"General Díaz FC","Paraguay","Men","",""
"Guaireña FC","Paraguay","Men","Paraguayan Primera División",""
"Independiente FBC","Paraguay","Men","",""
"Resistencia SC","Paraguay","Men","Paraguayan Primera División",""
"Sportivo Ameliano","Paraguay","Men","Paraguayan Primera División",""
"Tacuary FC","Paraguay","Men","Paraguayan Primera División",""
"Academia Deportiva Cantolao","Peru","Men","Liga 1 de Fútbol Profesional",""
"Asociación Deportiva Tarma","Peru","Men","Liga 1 de Fútbol Profesional",""
"Atlético Grau","Peru","Men","Liga 1 de Fútbol Profesional",""
"Ayacucho FC","Peru","Men","","Club Inti Gas Deportes"
"CCD Los Caimanes","Peru","Men","",""
"CCD Universidad Técnica de Cajamarca","Peru","Men","Liga 1 de Fútbol Profesional",""
"CD Defensor La Bocana","Peru","Men","",""
"CD Sport Huancayo","Peru","Men","Liga 1 de Fútbol Profesional",""
"CD Sport Loreto","Peru","Men","",""
"CD Unión Comercio","Peru","Men","Liga 1 de Fútbol Profesional",""
"CD Universidad César Vallejo","Peru","Men","Liga 1 de Fútbol Profesional",""
"CD Universidad de San Martín de Porres","Peru","Men","",""
"Club Alianza Lima","Peru","Men","Liga 1 de Fútbol Profesional",""
"Club Centro Deportivo Municipal","Peru","Men","Liga 1 de Fútbol Profesional",""
"Club Juan Aurich","Peru","Men","",""
"Club Sport Rosario","Peru","Men","",""
"Club Sporting Cristal","Peru","Men","Liga 1 de Fútbol Profesional","Sport. Cristal"
"Club Sportivo Cienciano","Peru","Men","Liga 1 de Fútbol Profesional",""
"Club Universitario de Deportes","Peru","Men","Liga 1 de Fútbol Profesional",""
"CS Alianza Atlético de Sullana","Peru","Men","Liga 1 de Fútbol Profesional",""
"CSC Deportivo Llacuabamba","Peru","Men","",""
"CSD Alianza Universidad de Huánuco","Peru","Men","",""
"CSD Carlos A. Mannucci","Peru","Men","Liga 1 de Fútbol Profesional",""
"CSD Comerciantes Unidos","Peru","Men","",""
"CSD León de Huánuco","Peru","Men","",""
"Cusco FC","Peru","Men","Liga 1 de Fútbol Profesional","AC Real Atlético Garcilaso"
"Deportivo Garcilaso","Peru","Men","Liga 1 de Fútbol Profesional",""
"EMD Binacional","Peru","Men","Liga 1 de Fútbol Profesional",""
"FBC Melgar","Peru","Men","Liga 1 de Fútbol Profesional",""
"FC Carlos Stein","Peru","Men","",""
"Pirata FC","Peru","Men","",""
"San Simón de Moquegua","Peru","Men","",""
"Sport Boys Association","Peru","Men","Liga 1 de Fútbol Profesional",""
"José Gálvez FBC","Peru","Men","","José Gálvez"
"Bruk-Bet Termalica Nieciecza KS","Poland","Men","","Termalica Bruk-Bet Nieciecza KS"
"Czarni Sosnowiec","Poland","Women","",""
"Dyskobolia Grodzisk Wielkopolski","Poland","Men","",""
"GKS Bełchatów","Poland","Men","",""
"GKS GieKSa Katowice","Poland","Women","",""
"GKS Górnik Łęczna","Poland","Men","",""
"GKS Katowice","Poland","Men","","Dospel Katowice"
"GKS Piast Gliwice","Poland","Men","Ekstraklasa",""
"Górnik Łęczna","Poland","Women","",""
"Hutnik Kraków","Poland","Men","",""
"Jagiellonia Białystok","Poland","Men","Ekstraklasa",""
"KGHM Zagłębie Lubin","Poland","Men","Ekstraklasa",""
"KKPK Medyk Konin","Poland","Women","",""
"KKS Lech Poznań","Poland","Men","Ekstraklasa",""
"Korona Kielce","Poland","Men","Ekstraklasa",""
"KS Amica Wronki","Poland","Men","",""
"KS Cracovia","Poland","Men","Ekstraklasa",""
"KS Górnik Polkowice","Poland","Men","",""
"KS Górnik Zabrze","Poland","Men","Ekstraklasa",""
"KS Lechia Gdańsk","Poland","Men","",""
"KS Polonia Bytom","Poland","Men","",""
"KS Polonia Warsaw","Poland","Men","",""
"KS Ruch Chorzów","Poland","Men","Ekstraklasa",""
"KSZO Ostrowiec Świętokrzyski","Poland","Men","",""
"Legia Warsaw","Poland","Men","Ekstraklasa",""
"MKS Arka Gdynia","Poland","Men","",""
"MKS Miedź Legnica","Poland","Men","",""
"MKS Pogoń Szczecin","Poland","Men","Ekstraklasa",""
"MKS Sandecja Nowy Sącz","Poland","Men","",""
"MKS Świt Nowy Dwór Mazowiecki","Poland","Men","",""
"Odra Wodzisław Śląski","Poland","Men","",""
"Puszcza Niepołomice","Poland","Men","Ekstraklasa",""
"Radomiak Radom","Poland","Men","Ekstraklasa",""
"Raków Częstochowa","Poland","Men","Ekstraklasa","RKS"
"RKS Radomsko","Poland","Men","",""
"RTS Widzew Łódź","Poland","Men","Ekstraklasa",""
"SP Zawisza Bydgoszcz","Poland","Men","",""
"Stal Mielec","Poland","Men","Ekstraklasa",""
"Szczakowianka Jaworzno","Poland","Men","",""
"TS Podbeskidzie Bielsko-Biała","Poland","Men","",""
"UKS SMS Łódź","Poland","Women","",""
"Warta Poznań","Poland","Men","Ekstraklasa",""
"Wisła Kraków","Poland","Men","",""
"Wisła Płock","Poland","Men","",""
"WKS Śląsk Wrocław","Poland","Men","Ekstraklasa",""
"Zagłębie Sosnowiec","Poland","Men","",""
"ŁKS Łódź","Poland","Men","Ekstraklasa",""
"Cracovia","Poland","Men","",""
"Górnik Zabrze","Poland","Men","",""
"Jagiellonia Białystok","Poland","Men","",""
"Korona Kielce","Poland","Men","",""
"Lech Poznań","Poland","Men","",""
"Legia Warsaw","Poland","Men","",""
"ŁKS Łódź","Poland","Men","",""
"Piast Gliwice","Poland","Men","",""
"Pogoń Szczecin","Poland","Men","",""
"Puszcza Niepołomice","Poland","Men","",""
"Stadion Puszczy 2","Poland","Men","",""
"Radomiak Radom","Poland","Men","",""
"Raków Częstochowa","Poland","Men","",""
"Ruch Chorzów","Poland","Men","",""
"Stadion Śląski 3","Poland","Men","",""
"Stal Mielec","Poland","Men","",""
"Śląsk Wrocław","Poland","Men","",""
"Warta Poznań","Poland","Men","",""
"Widzew Łódź","Poland","Men","",""
"Zagłębie Lubin","Poland","Men","","Zaglebie Lubin"
"Académica de Coimbra","Portugal","Men","",""
"Belenenses SAD","Portugal","Men","",""
"Boavista FC","Portugal","Men","Primeira Liga",""
"CA Ouriense","Portugal","Women","",""
"Casa Pia AC","Portugal","Men","Primeira Liga",""
"CD Aves","Portugal","Men","",""
"CD Feirense","Portugal","Men","",""
"CD Nacional","Portugal","Men","","Nacional"
"CD Santa Clara","Portugal","Men","",""
"CD Tondela","Portugal","Men","",""
"CD Trofense","Portugal","Men","",""
"CF Benfica Feminino","Portugal","Women","","CF Benfica"
"CF Estrela da Amadora","Portugal","Men","Primeira Liga",""
"CF Os Belenenses","Portugal","Men","",""
"CF União","Portugal","Men","",""
"CS Marítimo","Portugal","Men","",""
"FC Alverca","Portugal","Men","",""
"FC Arouca","Portugal","Men","Primeira Liga",""
"FC Famalicão","Portugal","Men","Primeira Liga",""
"FC Paços de Ferreira","Portugal","Men","","Paços Ferreira"
"FC Penafiel","Portugal","Men","",""
"FC Porto","Portugal","Men","Primeira Liga",""
"FC Vizela","Portugal","Men","Primeira Liga",""
"GD Chaves","Portugal","Men","Primeira Liga",""
"GD Estoril Praia","Portugal","Men","Primeira Liga",""
"Gil Vicente FC","Portugal","Men","Primeira Liga",""
"Leixões SC","Portugal","Men","",""
"Moreirense FC","Portugal","Men","Primeira Liga",""
"Naval 1º de Maio","Portugal","Men","","Naval"
"Portimonense SC","Portugal","Men","Primeira Liga",""
"Rio Ave FC","Portugal","Men","Primeira Liga",""
"SC Beira-Mar","Portugal","Men","",""
"SC Braga","Portugal","Women","","Feminino"
"SC Braga","Portugal","Men","Primeira Liga",""
"SC Campomaiorense","Portugal","Men","",""
"SC Farense","Portugal","Men","Primeira Liga",""
"SC Olhanense","Portugal","Men","",""
"SC Salgueiros","Portugal","Men","",""
"SL Benfica","Portugal","Women","",""
"SL Benfica","Portugal","Men","Primeira Liga",""
"Sporting CP","Portugal","Men","Primeira Liga",""
"Sporting CP","Portugal","Women","",""
"UD Leiria","Portugal","Men","",""
"Varzim SC","Portugal","Men","",""
"Vitória de Guimarães","Portugal","Men","Primeira Liga","V. de Guimarães,Vit. Guimarães"
"Vitória de Setúbal","Portugal","Men","",""
"Lusitano VRSA","Portugal","Men","",""
"C.D. Cova da Piedade","Portugal","Men","","Cova Piedade "
"União Madeira","Portugal","Men","",""
"Juventude Sport Clube","Portugal","Men","","Juv. Évora"
"Puerto Rico FC","Puerto Rico","Men","",""
"Puerto Rico Islanders","Puerto Rico","Men","",""
"Al Ahli SC","Qatar","Men","",""
"Al-Arabi SC","Qatar","Men","",""
"Al-Duhail SC","Qatar","Men","","Lekhwiya"
"Al-Gharafa SC","Qatar","Men","",""
"Al-Markhiya SC","Qatar","Men","",""
"Al-Rayyan SC","Qatar","Men","",""
"Al Sadd SC","Qatar","Men","",""
"Al-Sailiya SC","Qatar","Men","",""
"Al-Shamal SC","Qatar","Men","",""
"Al-Wakrah SC","Qatar","Men","",""
"Qatar SC","Qatar","Men","",""
"Umm Salal SC","Qatar","Men","",""
"Al Bidda SC","Qatar","Men","",""
"Al Kharaitiyat","Qatar","Men","",""
"Al-Khor","Qatar","Men","",""
"Al-Mesaimeer","Qatar","Men","",""
"Al-Shahania","Qatar","Men","",""
"Al-Waab","Qatar","Men","",""
"Lusail","Qatar","Men","",""
"Muaither SC","Qatar","Men","",""
"Bohemian FC","Republic of Ireland","Men","",""
"Bray Wanderers AFC","Republic of Ireland","Men","",""
"Cork City FC","Republic of Ireland","Men","",""
"Derry City FC","Republic of Ireland","Men","",""
"Drogheda United FC","Republic of Ireland","Men","",""
"Dundalk FC","Republic of Ireland","Men","",""
"Longford Town FC","Republic of Ireland","Men","",""
"Peamount United","Republic of Ireland","Women","",""
"Raheny United","Republic of Ireland","Women","",""
"Shamrock Rovers FC","Republic of Ireland","Men","",""
"Shelbourne FC","Republic of Ireland","Men","",""
"Shelbourne Ladies FC","Republic of Ireland","Women","",""
"Sligo Rovers FC","Republic of Ireland","Men","",""
"Sporting Fingal FC","Republic of Ireland","Men","",""
"St Patrick's Athletic FC","Republic of Ireland","Men","","Saint Patrick's Athletic FC"
"University College Dublin AFC","Republic of Ireland","Men","",""
"Wexford Youths WFC","Republic of Ireland","Women","",""
"ACF Gloria Bistrița","Romania","Men","",""
"ACS Poli Timișoara","Romania","Men","",""
"ACS Sepsi OSK Sfântu Gheorghe","Romania","Men","Liga I",""
"AFC Chindia Târgoviște","Romania","Men","",""
"AFC Săgeata Năvodari","Romania","Men","",""
"AS Progresul București","Romania","Men","","FC Naţional București"
"ASA Târgu Mureș","Romania","Men","","FCM Târgu Mureș"
"ASC Corona Brașov","Romania","Men","",""
"ASC Daco-Getica București","Romania","Men","","Juventus București"
"ASC Oțelul Galați","Romania","Men","Liga I","FC Oțelul Galați"
"CFR Cluj","Romania","Men","Liga I",""
"CS Concordia Chiajna","Romania","Men","",""
"CS Gaz Metan Mediaș","Romania","Men","",""
"CS Mioveni","Romania","Men","","CS Dacia Mioveni"
"CS Otopeni","Romania","Men","",""
"CS Pandurii Târgu Jiu","Romania","Men","",""
"CS Turnu Severin","Romania","Men","",""
"CSM Ceahlăul Piatra Neamț","Romania","Men","","FC Ceahlăul Piatra Neamț"
"CSM Jiul Petroșani","Romania","Men","","CS Jiul Petroșani"
"CSU Voința Sibiu","Romania","Men","",""
"FC Academica Clinceni","Romania","Men","",""
"FC Argeș Pitești","Romania","Men","",""
"FC Astra Giurgiu","Romania","Men","","FC Astra Ploiești"
"FC Botoșani","Romania","Men","Liga I",""
"FC Caracal","Romania","Men","",""
"FC Dinamo București","Romania","Men","Liga I",""
"FC Dunărea Călărași","Romania","Men","","AFC Dunărea 2005 Călăraşi"
"FC Internațional Curtea de Argeș","Romania","Men","",""
"FC Petrolul Ploiești","Romania","Men","Liga I",""
"FC Politehnica Iași","Romania","Men","Liga I","CSM Politehnica Iași,CSM Studențesc Iași"
"FC Politehnica Iași","Romania","Men","",""
"FC Politehnica Timișoara","Romania","Men","",""
"FC Rapid București","Romania","Men","Liga I",""
"FC Sibiu","Romania","Men","Liga I","FC Hermannstadt"
"FC Sportul Studențesc București","Romania","Men","",""
"FC U Craiova 1948","Romania","Men","Liga I","FC Universitatea Craiova"
"FC Unirea Alba Iulia","Romania","Men","",""
"FC Unirea Urziceni","Romania","Men","",""
"FC Universitatea Cluj","Romania","Men","Liga I",""
"FC UTA Arad","Romania","Men","Liga I","FC UTA Bătrâna Doamnă"
"FC Vaslui","Romania","Men","",""
"FC Victoria Brăneşti","Romania","Men","",""
"FC Viitorul Constanța","Romania","Men","",""
"FC Voluntari","Romania","Men","Liga I",""
"FCSB","Romania","Men","Liga I","FC Steaua București"
"FCU Olimpia Cluj","Romania","Women","","CFF Olimpia Cluj-Napoca"
"SCM Gloria Buzău","Romania","Men","","FC Gloria Buzău"
"SCM Gloria Buzău","Romania","Men","",""
"SR Brașov","Romania","Men","","FC Brașov"
"SSC Farul Constanța","Romania","Men","Liga I","FC Farul Constanța"
"U Craiova 1948 CS","Romania","Men","Liga I",""
"Botoșani","Romania","Men","",""
"CFR Cluj","Romania","Men","",""
"Dinamo București","Romania","Men","",""
"Hermannstadt","Romania","Men","",""
"Oțelul Galați","Romania","Men","",""
"Politehnica Iași","Romania","Men","",""
"Sepsi OSK","Romania","Men","",""
"FCSB","Romania","Men","","Steaua Bucharest"
"Universitatea Craiova","Romania","Men","",""
"UTA Arad","Romania","Men","",""
"Farul Constanța","Romania","Men","",""
"Voluntari","Romania","Men","",""
"Petrolul Ploiești","Romania","Men","",""
"Universitatea Cluj","Romania","Men","",""
"FC U Craiova","Romania","Men","",""
"Rapid București","Romania","Men","",""
"FC Forex Brașov","Romania","Men","","Forex Brasov"
"FC Politehnica Ia_i","Romania","Men","","ACSM Poli Iasi"
"FC Akhmat Grozny","Russia","Men","Russian Premier League","FC Terek Grozny"
"FC Amkar Perm","Russia","Men","",""
"FC Anzhi Makhachkala","Russia","Men","",""
"FC Arsenal Tula","Russia","Men","",""
"FC Baltika Kaliningrad","Russia","Men","Russian Premier League",""
"FC Chernomorets Novorossiysk","Russia","Men","",""
"FC Dynamo Moscow","Russia","Men","Russian Premier League",""
"FC Fakel Voronezh","Russia","Men","Russian Premier League",""
"FC Khimki","Russia","Men","",""
"FC Krasnodar","Russia","Men","Russian Premier League",""
"FC Kuban Krasnodar","Russia","Men","",""
"FC Lokomotiv Moscow","Russia","Men","Russian Premier League",""
"FC Luch Vladivostok","Russia","Men","","FC Luch-Energiya Vladivostok"
"FC Mordovia Saransk","Russia","Men","",""
"FC Moscow","Russia","Men","","FC Torpedo-Metallurg,FC Torpedo-ZIL Moscow"
"FC Nizhny Novgorod","Russia","Men","Russian Premier League",""
"FC Orenburg","Russia","Men","Russian Premier League",""
"FC Rostov","Russia","Men","Russian Premier League",""
"FC Rotor Volgograd","Russia","Men","",""
"FC Rubin Kazan","Russia","Men","Russian Premier League",""
"FC Saturn Ramenskoye","Russia","Men","",""
"FC Shinnik Yaroslavl","Russia","Men","",""
"FC Sibir Novosibirsk","Russia","Men","",""
"FC SKA-Khabarovsk","Russia","Men","",""
"FC Spartak Moscow","Russia","Men","Russian Premier League",""
"FC Spartak Vladikavkaz","Russia","Men","","FC Alania Vladikavkaz,FC Spartak-Alania Vladikavkaz"
"FC Tambov","Russia","Men","",""
"FC Tekstilshchik Kamyshin","Russia","Men","",""
"FC Tom Tomsk","Russia","Men","",""
"FC Torpedo Moscow","Russia","Men","","FC Torpedo-Luzhniki"
"FC Tosno","Russia","Men","",""
"FC Ufa","Russia","Men","",""
"FC Ural","Russia","Men","Russian Premier League",""
"FC Uralan Elista","Russia","Men","",""
"FC Volga Nizhny Novgorod","Russia","Men","",""
"FC Volgar Astrakhan","Russia","Men","",""
"FC Yenisey Krasnoyarsk","Russia","Men","",""
"FC Zenit Saint Petersburg","Russia","Men","Russian Premier League","Zenit S-Pb"
"FC Zorky Krasnogorsk","Russia","Women","","FK Zorky Krasnogorsk"
"FK Rodina Moskva","Russia","Men","",""
"FK Ryazan-VDV","Russia","Women","",""
"PFC CSKA Moscow","Russia","Men","Russian Premier League",""
"PFC Krylia Sovetov Samara","Russia","Men","Russian Premier League","FK Krylia Sovetov Samara"
"PFC Sochi","Russia","Men","Russian Premier League","PFK Sochi"
"PFC Sokol Saratov","Russia","Men","",""
"PFC Spartak Nalchik","Russia","Men","",""
"WFC Chertanovo","Russia","Women","",""
"WFC Rossiyanka","Russia","Women","",""
"ZFK CSKA Moskva","Russia","Women","",""
"ZHFK Lokomotiv Moskva","Russia","Women","",""
"Zvezda-2005 Perm","Russia","Women","","Zvezda 2005 Perm"
"AS Sainte-Suzanne","Réunion","Men","",""
"ASC Makes","Réunion","Men","",""
"La Tamponnaise","Réunion","Men","",""
"Saint-Denis FC","Réunion","Men","",""
"AC Juvenes/Dogana","San Marino","Men","",""
"AC Libertas","San Marino","Men","",""
"FC Domagnano","San Marino","Men","",""
"S.P. La Fiorita","San Marino","Men","","SP La Fiorita"
"S.P. Tre Fiori","San Marino","Men","","SP Tre Fiori"
"S.P. Tre Penne","San Marino","Men","","SP Tre Penne"
"San Marino Academy","San Marino","Women","",""
"SC Faetano","San Marino","Men","",""
"SS Cosmos","San Marino","Men","",""
"SS Folgore Falciano Calcio","San Marino","Men","",""
"SS Murata","San Marino","Men","",""
"SS Pennarossa","San Marino","Men","",""
"Abha Club","Saudi Arabia","Men","Saudi Professional League",""
"Al Ain Saudi Club","Saudi Arabia","Men","",""
"Al Okhdood SC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Adalah FC","Saudi Arabia","Men","",""
"Al-Ahli Saudi FC","Saudi Arabia","Men","Saudi Professional League","Al-Ahli SFC"
"Al-Batin FC","Saudi Arabia","Men","",""
"Al-Ettifaq FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Faisaly FC","Saudi Arabia","Men","",""
"Al-Fateh FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Fayha FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Hazem FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Hilal Saudi FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Ittihad FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Khaleej FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Nassr FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Orobah FC","Saudi Arabia","Men","",""
"Al-Qadsiah FC","Saudi Arabia","Men","",""
"Al-Ra'ed FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Shabab FC","Saudi Arabia","Men","Saudi Professional League","Al-Shabab"
"Al-Shoulla FC","Saudi Arabia","Men","",""
"Al-Ta'ee","Saudi Arabia","Men","Saudi Professional League",""
"Al-Taawoun FC","Saudi Arabia","Men","Saudi Professional League",""
"Al-Wehda FC","Saudi Arabia","Men","Saudi Professional League",""
"Damac FC","Saudi Arabia","Men","Saudi Professional League",""
"Hajer FC","Saudi Arabia","Men","",""
"Najran SC","Saudi Arabia","Men","",""
"Ohod Club","Saudi Arabia","Men","",""
"Al-Hilal U23","Saudi Arabia","Men","",""
"Ittihad Club U23","Saudi Arabia","Men","",""
"Al-Ahli U23","Saudi Arabia","Men","",""
"Al-Adalah","Saudi Arabia","Men","",""
"Al-Bukayriyah","Saudi Arabia","Men","",""
"Al-Diriyah","Saudi Arabia","Men","",""
"Al-Fayha","Saudi Arabia","Men","",""
"Al-Hazem","Saudi Arabia","Men","",""
"Al-Jabalain","Saudi Arabia","Men","",""
"Al-Jeel","Saudi Arabia","Men","",""
"Al-Kawkab","Saudi Arabia","Men","",""
"Al-Nahda","Saudi Arabia","Men","",""
"Al-Nojoom","Saudi Arabia","Men","",""
"Al-Sahel","Saudi Arabia","Men","",""
"Al-Shoulla","Saudi Arabia","Men","",""
"Al-Tai","Saudi Arabia","Men","",""
"Al-Thoqbah","Saudi Arabia","Men","",""
"Arar","Saudi Arabia","Men","",""
"Hajer","Saudi Arabia","Men","",""
"Jeddah","Saudi Arabia","Men","",""
"Najran","Saudi Arabia","Men","",""
"Ohod","Saudi Arabia","Men","",""
"Al-Anwar Club","Saudi Arabia","Men","",""
"Al-Nairyah","Saudi Arabia","Men","",""
"Al-Ettifaq Youth","Saudi Arabia","Men","",""
"Hajer Club U23","Saudia Arabia","Men","",""
"Al-Muzahimiyyah Club","Saudia Arabia","Men","",""
"Al-Lewaa Club","Saudia Arabia","Men","",""
"Aberdeen FC","Scotland","Men","Scottish Premiership",""
"Airdrieonians FC","Scotland","Men","Scottish Championship","Airdrie United FC"
"Alloa Athletic FC","Scotland","Men","",""
"Arbroath FC","Scotland","Men","Scottish Championship",""
"Ayr United FC","Scotland","Men","Scottish Championship",""
"Brechin City FC","Scotland","Men","",""
"Celtic FC","Scotland","Men","Scottish Premiership","Celtic"
"Celtic FC Women","Scotland","Women","",""
"Clyde FC","Scotland","Men","",""
"Cove Rangers FC","Scotland","Men","",""
"Cowdenbeath FC","Scotland","Men","",""
"Dumbarton FC","Scotland","Men","",""
"Dundee FC","Scotland","Men","Scottish Premiership",""
"Dundee United FC","Scotland","Men","Scottish Championship",""
"Dunfermline Athletic FC","Scotland","Men","Scottish Championship",""
"Falkirk FC","Scotland","Men","",""
"Forfar Athletic FC","Scotland","Men","",""
"Glasgow City FC","Scotland","Women","",""
"Greenock Morton FC","Scotland","Men","Scottish Championship",""
"Gretna FC","Scotland","Men","",""
"Hamilton Academical FC","Scotland","Men","",""
"Heart of Midlothian FC","Scotland","Men","Scottish Premiership",""
"Hibernian FC","Scotland","Men","Scottish Premiership",""
"Hibernian LFC","Scotland","Women","",""
"Inverness Caledonian Thistle FC","Scotland","Men","Scottish Championship",""
"Kilmarnock FC","Scotland","Men","Scottish Premiership",""
"Livingston FC","Scotland","Men","Scottish Premiership",""
"Montrose FC","Scotland","Men","",""
"Motherwell FC","Scotland","Men","Scottish Premiership",""
"Partick Thistle FC","Scotland","Men","Scottish Championship",""
"Peterhead FC","Scotland","Men","",""
"Queen of the South FC","Scotland","Men","",""
"Queen's Park FC","Scotland","Men","Scottish Championship",""
"Raith Rovers FC","Scotland","Men","Scottish Championship",""
"Rangers FC","Scotland","Men","Scottish Premiership","Rangers"
"Rangers LFC","Scotland","Women","",""
"Ross County FC","Scotland","Men","Scottish Premiership",""
"St Johnstone FC","Scotland","Men","Scottish Premiership",""
"St Mirren FC","Scotland","Men","Scottish Premiership",""
"Stirling Albion FC","Scotland","Men","",""
"Stranraer FC","Scotland","Men","",""
"FK Banat Zrenjanin","Serbia","Men","",""
"FK Bečej","Serbia","Men","",""
"FK Bežanija","Serbia","Men","",""
"FK Borac Čačak","Serbia","Men","",""
"FK BSK Borča","Serbia","Men","",""
"FK Čukarički","Serbia","Men","Serbian SuperLiga",""
"FK Dinamo Vranje","Serbia","Men","",""
"FK Donji Srem","Serbia","Men","",""
"FK Grafičar Beograd","Serbia","Men","",""
